i,word,freq,ipa,xsampa
206,بکەن,638,"['b', 'k', 'ɛ', 'n']","['b', 'k', 'E', 'n']"
207,بریتییە,629,"['b', 'ɾ', 'iː', 't', 'iː', 'j', 'e']","['b', '4', 'i:', 't', 'i:', 'j', 'e']"
208,لای,628,"['l', 'a', 'iː']","['l', 'a', 'i:']"
210,تێیدا,624,"['t', 'e', 'iː', 'd', 'a']","['t', 'e', 'i:', 'd', 'a']"
211,لەکاتی,619,"['l', 'ɛ', 'k', 'a', 't', 'iː']","['l', 'E', 'k', 'a', 't', 'i:']"
212,تەنیا,614,"['t', 'ɛ', 'n', 'iː', 'a']","['t', 'E', 'n', 'i:', 'a']"
216,مافی,609,"['m', 'a', 'f', 'iː']","['m', 'a', 'f', 'i:']"
217,مانگی,609,"['m', 'a', 'ŋ', 'iː']","['m', 'a', 'N', 'i:']"
218,توانی,607,"['t', 'u', 'a', 'n', 'iː']","['t', 'u', 'a', 'n', 'i:']"
219,گەرمی,604,"['ɡ', 'ɛ', 'ɾ', 'm', 'iː']","['g', 'E', '4', 'm', 'i:']"
220,بەرامبەر,603,"['b', 'ɛ', 'ɾ', 'a', 'm', 'b', 'ɛ', 'ɾ']","['b', 'E', '4', 'a', 'm', 'b', 'E', '4']"
221,نوێ,595,"['n', 'u', 'e']","['n', 'u', 'e']"
222,زەوی,592,"['z', 'ɛ', 'u', 'iː']","['z', 'E', 'u', 'i:']"
223,کردن,591,"['k', 'ɾ', 'd', 'n']","['k', '4', 'd', 'n']"
225,ناسراوە,589,"['n', 'a', 's', 'ɾ', 'a', 'u', 'ɛ']","['n', 'a', 's', '4', 'a', 'u', 'E']"
226,یەکەمین,589,"['j', 'e', 'k', 'ɛ', 'm', 'iː', 'n']","['j', 'e', 'k', 'E', 'm', 'i:', 'n']"
227,نزیک,588,"['n', 'z', 'iː', 'k']","['n', 'z', 'i:', 'k']"
228,بەدەست,587,"['b', 'ɛ', 'd', 'ɛ', 's', 't']","['b', 'E', 'd', 'E', 's', 't']"
229,گوندە,586,"['ɡ', 'u', 'n', 'd', 'ɛ']","['g', 'u', 'n', 'd', 'E']"
230,دایک,584,"['d', 'a', 'iː', 'k']","['d', 'a', 'i:', 'k']"
231,توانای,578,"['t', 'u', 'a', 'n', 'a', 'iː']","['t', 'u', 'a', 'n', 'a', 'i:']"
232,دەبێ,577,"['d', 'ɛ', 'b', 'e']","['d', 'E', 'b', 'e']"
234,هەیە,576,"['ɛ', 'ɛ', 'j', 'e']","['E', 'E', 'j', 'e']"
235,هەروەها,575,"['ɛ', 'ɛ', 'ɾ', 'u', 'ɛ', 'ɛ', 'a']","['E', 'E', '4', 'u', 'E', 'E', 'a']"
236,دژی,572,"['d', 'ʒ', 'iː']","['d', 'Z', 'i:']"
240,تێدا,567,"['t', 'e', 'd', 'a']","['t', 'e', 'd', 'a']"
242,تایبەتی,555,"['t', 'a', 'iː', 'b', 'ɛ', 't', 'iː']","['t', 'a', 'i:', 'b', 'E', 't', 'i:']"
243,دیاری,554,"['d', 'iː', 'a', 'ɾ', 'iː']","['d', 'i:', 'a', '4', 'i:']"
244,بەشێوەیەکی,547,"['b', 'ɛ', 'ʃ', 'e', 'u', 'ɛ', 'j', 'e', 'k', 'iː']","['b', 'E', 'S', 'e', 'u', 'E', 'j', 'e', 'k', 'i:']"
245,خێزان,545,"['x', 'e', 'z', 'a', 'n']","['x', 'e', 'z', 'a', 'n']"
246,نێو,545,"['n', 'e', 'u']","['n', 'e', 'u']"
247,نەخۆشی,540,"['n', 'ɛ', 'x', 'o', 'ʃ', 'iː']","['n', 'E', 'x', 'o', 'S', 'i:']"
249,لەوانەیە,539,"['l', 'ɛ', 'u', 'a', 'n', 'ɛ', 'j', 'e']","['l', 'E', 'u', 'a', 'n', 'E', 'j', 'e']"
