i,word,freq,ipa,xsampa
12838,or,116,"['u̯', 'ɔ', 'ɻ']","['u_^', 'O', 'r\\`']"
12839,s,116,['s'],['s']
12929,Boy,115,"['p', 'u̯', 'ɔ', 'i̯']","['p', 'u_^', 'O', 'i_^']"
12930,Mr,115,"['m', 'ʐ']","['m', 'z`']"
12931,Young,115,"['i̯', 'o', 'ʊ̯', 'n', 'k']","['i_^', 'o', 'U_^', 'n', 'k']"
13004,It,114,"['i', 'tʰ']","['i', 't_h']"
13088,Ben,113,"['p', 'ə', 'n']","['p', '@', 'n']"
13089,Jones,113,"['t͡ɕ', 'o', 'n', 'ɤ', 's']","['ts\\', 'o', 'n', '7', 's']"
13090,Museum,113,"['m', 'u', 's', 'ɤ', 'u', 'm']","['m', 'u', 's', '7', 'u', 'm']"
13091,Studio,113,"['s', 'tʰ', 'u', 't', 'i', 'o']","['s', 't_h', 'u', 't', 'i', 'o']"
13179,Louis,112,"['l', 'o', 'ʊ̯', 'i', 's']","['l', 'o', 'U_^', 'i', 's']"
13180,that,112,"['tʰ', 'x', 'a', 'tʰ']","['t_h', 'x', 'a', 't_h']"
13272,August,111,"['a', 'u', 'k', 'u', 's', 'tʰ']","['a', 'u', 'k', 'u', 's', 't_h']"
13273,Edition,111,"['ɤ', 't', 'i', 'tʰ', 'i', 'o', 'n']","['7', 't', 'i', 't_h', 'i', 'o', 'n']"
13274,W,111,['u̯'],['u_^']
13390,ABC,110,"['a', 'p', 't͡sʰ']","['a', 'p', 'ts_h']"
13452,Battle,109,"['p', 'a', 'tʰ', 'tʰ', 'l', 'ɤ']","['p', 'a', 't_h', 't_h', 'l', '7']"
13453,Hill,109,"['x', 'i', 'l', 'l']","['x', 'i', 'l', 'l']"
13454,Maria,109,"['m', 'ɑ', 'ɻ', 'i̯', 'ä']","['m', 'A', 'r\\`', 'i_^', 'a_""']"
13455,Max,109,"['m', 'a', 'ɕ']","['m', 'a', 's\\']"
13456,River,109,"['ʐ̩', 'y̯', 'ɛ', 'ɻ']","['z`=', 'y_^', 'E', 'r\\`']"
13457,as,109,"['a', 's']","['a', 's']"
13560,Jr,108,"['t͡ɕ', 'ʐ']","['ts\\', 'z`']"
13561,Royal,108,"['ʐ', 'o', 'i̯', 'ä', 'l']","['z`', 'o', 'i_^', 'a_""', 'l']"
13562,Tom,108,"['tʰ', 'o', 'm']","['t_h', 'o', 'm']"
13563,e,108,['ɤ'],['7']
13658,DC,107,"['t', 't͡sʰ']","['t', 'ts_h']"
13659,Games,107,"['k', 'a', 'm', 'ɤ', 's']","['k', 'a', 'm', '7', 's']"
13660,Good,107,"['k', 'o', 'o', 't']","['k', 'o', 'o', 't']"
13661,Great,107,"['k', 'ʐ', 'ɤ', 'a', 'tʰ']","['k', 'z`', '7', 'a', 't_h']"
13662,NASA,107,"['n', 'a', 's', 'a']","['n', 'a', 's', 'a']"
13768,North,106,"['n', 'u̯', 'ɔ', 'ɻ', 'tʰ', 'x']","['n', 'u_^', 'O', 'r\\`', 't_h', 'x']"
13769,Of,106,"['o', 'f']","['o', 'f']"
13770,an,106,"['a', 'n']","['a', 'n']"
13850,Brown,105,"['p', 'ʐ', 'o', 'u̯', 'n']","['p', 'z`', 'o', 'u_^', 'n']"
13851,Go,105,"['k', 'o']","['k', 'o']"
13852,Mike,105,"['m', 'i', 'kʰ', 'ɤ']","['m', 'i', 'k_h', '7']"
13854,West,105,"['u̯', 'ɤ', 's', 'tʰ']","['u_^', '7', 's', 't_h']"
13855,del,105,"['t', 'ɤ', 'l']","['t', '7', 'l']"
13963,AC,104,"['a', 't͡sʰ']","['a', 'ts_h']"
13964,Grand,104,"['k', 'ʐ', 'a', 'n', 't']","['k', 'z`', 'a', 'n', 't']"
14063,DS,103,"['t', 's']","['t', 's']"
14064,Green,103,"['k', 'ʐ', 'ɤ', 'ə', 'n']","['k', 'z`', '7', '@', 'n']"
14065,Server,103,"['s', 'ɻ̩', 'y̯', 'ɛ', 'ɻ']","['s', 'r\\`=', 'y_^', 'E', 'r\\`']"
14172,Blue,102,"['p', 'l', 'u', 'ɤ']","['p', 'l', 'u', '7']"
14173,Radio,102,"['ʐ', 'a', 't', 'i', 'o']","['z`', 'a', 't', 'i', 'o']"
14174,Service,102,"['s', 'ɻ̩', 'v', 'i', 't͡sʰ', 'ɤ']","['s', 'r\\`=', 'v', 'i', 'ts_h', '7']"
14175,rpm,102,"['ʐ', 'pʰ', 'm']","['z`', 'p_h', 'm']"
14278,Scott,101,"['s', 't͡sʰ', 'o', 'tʰ', 'tʰ']","['s', 'ts_h', 'o', 't_h', 't_h']"
14279,TBS,101,"['tʰ', 'p', 's']","['t_h', 'p', 's']"
14280,Z,101,['t͡s'],['ts']
