i,word,freq,ipa,xsampa
3129,ରୁଚି,47,"['r', 'u', 't͡ʃ', 'i']","['r', 'u', 'tS', 'i']"
3132,ଶୁଭ,47,"['s', 'u', 'b̤']","['s', 'u', 'b_t']"
3135,ସଂସଦ,47,"['s', 'ɔ', 'n', 's', 'ɔ', 'd', 'ɔ']","['s', 'O', 'n', 's', 'O', 'd', 'O']"
3136,ସଂସଦର,47,"['s', 'ɔ', 'n', 's', 'ɔ', 'd', 'ɔ', 'r', 'ɔ']","['s', 'O', 'n', 's', 'O', 'd', 'O', 'r', 'O']"
3140,ସହରରୁ,47,"['s', 'ɔ', 'h', 'ɔ', 'r', 'ɔ', 'r', 'u']","['s', 'O', 'h', 'O', 'r', 'O', 'r', 'u']"
3145,infection,46,"['i', 'n', 'f', 'e', 'c', 't', 'i', 'o', 'n']","['i', 'n', 'f', 'e', 'c', 't', 'i', 'o', 'n']"
3146,world,46,"['w', 'o', 'r', 'l', 'd']","['w', 'o', 'r', 'l', 'd']"
3148,ଆଜୀବନ,46,"['a', 'd͡ʒ', 'i', 'b', 'ɔ', 'n', 'ɔ']","['a', 'dZ', 'i', 'b', 'O', 'n', 'O']"
3149,ଆପେ,46,"['a', 'p', 'e']","['a', 'p', 'e']"
3150,ଆଳୁ,46,"['a', 'ɭ', 'u']","['a', 'l`', 'u']"
3156,କେତେବେଳେ,46,"['k', 'e', 't', 'e', 'b', 'e', 'ɭ', 'e']","['k', 'e', 't', 'e', 'b', 'e', 'l`', 'e']"
3158,ଖାଁ,46,"['kʰ', 'ã']","['k_h', 'a~']"
3160,ଚାଲିଥିବା,46,"['t͡ʃ', 'a', 'l', 'i', 'tʰ', 'i', 'b', 'a']","['tS', 'a', 'l', 'i', 't_h', 'i', 'b', 'a']"
3162,ଜି,46,"['d͡ʒ', 'i']","['dZ', 'i']"
3170,ଧନ,46,"['d̤', 'ɔ', 'n', 'ɔ']","['d_t', 'O', 'n', 'O']"
3173,ପିତାମାତା,46,"['p', 'i', 't', 'a', 'm', 'a', 't', 'a']","['p', 'i', 't', 'a', 'm', 'a', 't', 'a']"
3177,ଫୁଲା,46,"['pʰ', 'u', 'l', 'a']","['p_h', 'u', 'l', 'a']"
3182,ମାଇଲ,46,"['m', 'a', 'i', 'l']","['m', 'a', 'i', 'l']"
3184,ମାନକ,46,"['m', 'a', 'n', 'ɔ', 'k', 'ɔ']","['m', 'a', 'n', 'O', 'k', 'O']"
3185,ମିଲିୟନ,46,"['m', 'i', 'l', 'i', 'j', 'ɔ', 'n', 'ɔ']","['m', 'i', 'l', 'i', 'j', 'O', 'n', 'O']"
3186,ରଣଜୀ,46,"['r', 'ɔ', 'ɳ', 'ɔ', 'd͡ʒ', 'i']","['r', 'O', 'n`', 'O', 'dZ', 'i']"
3189,ଶିକାରୀ,46,"['s', 'i', 'k', 'a', 'r', 'i']","['s', 'i', 'k', 'a', 'r', 'i']"
3193,ସୀମାରେ,46,"['s', 'i', 'm', 'a', 'r', 'e']","['s', 'i', 'm', 'a', 'r', 'e']"
3196,ହାନୀ,46,"['h', 'a', 'n', 'i']","['h', 'a', 'n', 'i']"
3203,ଅତିବାହିତ,45,"['ɔ', 't', 'i', 'b', 'a', 'h', 'i', 't']","['O', 't', 'i', 'b', 'a', 'h', 'i', 't']"
3204,ଅଦାଲତ,45,"['ɔ', 'd', 'a', 'l', 'ɔ', 't', 'ɔ']","['O', 'd', 'a', 'l', 'O', 't', 'O']"
3206,ଅମଳ,45,"['ɔ', 'm', 'ɔ', 'ɭ', 'ɔ']","['O', 'm', 'O', 'l`', 'O']"
3214,କାରକ,45,"['k', 'a', 'r', 'ɔ', 'k', 'ɔ']","['k', 'a', 'r', 'O', 'k', 'O']"
3216,ଖଣିଜ,45,"['kʰ', 'ɔ', 'ɳ', 'i', 'd͡ʒ']","['k_h', 'O', 'n`', 'i', 'dZ']"
3223,ଚିତା,45,"['t͡ʃ', 'i', 't', 'a']","['tS', 'i', 't', 'a']"
3224,ଛାତ,45,"['t͡ʃʰ', 'a', 't']","['tS_h', 'a', 't']"
3225,ଜନବସତି,45,"['d͡ʒ', 'ɔ', 'n', 'ɔ', 'b', 'ɔ', 's', 'ɔ', 't', 'i']","['dZ', 'O', 'n', 'O', 'b', 'O', 's', 'O', 't', 'i']"
3226,ଜେନ,45,"['d͡ʒ', 'e', 'n']","['dZ', 'e', 'n']"
3227,ଜେନେରିକ,45,"['d͡ʒ', 'e', 'n', 'e', 'r', 'i', 'k']","['dZ', 'e', 'n', 'e', 'r', 'i', 'k']"
3228,ଥାଇରଏଡ,45,"['tʰ', 'a', 'i', 'r', 'e', 'ɖ']","['t_h', 'a', 'i', 'r', 'e', 'd`']"
3229,ଦମନ,45,"['d', 'ɔ', 'm', 'ɔ', 'n', 'ɔ']","['d', 'O', 'm', 'O', 'n', 'O']"
3231,ନେଇଥିବା,45,"['n', 'e', 'i', 'tʰ', 'i', 'b', 'a']","['n', 'e', 'i', 't_h', 'i', 'b', 'a']"
3232,ପରମ,45,"['p', 'ɔ', 'r', 'ɔ', 'm', 'ɔ']","['p', 'O', 'r', 'O', 'm', 'O']"
3235,ପାଖେ,45,"['p', 'a', 'kʰ', 'e']","['p', 'a', 'k_h', 'e']"
3238,ବାହୁ,45,"['b', 'a', 'h', 'u']","['b', 'a', 'h', 'u']"
3239,ବିତରଣ,45,"['b', 'i', 't', 'ɔ', 'r', 'ɔ', 'ɳ', 'ɔ']","['b', 'i', 't', 'O', 'r', 'O', 'n`', 'O']"
3240,ମଧୁର,45,"['m', 'ɔ', 'd̤', 'u', 'r']","['m', 'O', 'd_t', 'u', 'r']"
3241,ମହାବଳ,45,"['m', 'ɔ', 'h', 'a', 'b', 'ɔ', 'ɭ', 'ɔ']","['m', 'O', 'h', 'a', 'b', 'O', 'l`', 'O']"
3243,ମାଁ,45,"['m', 'ã']","['m', 'a~']"
3244,ମିଳିଲେ,45,"['m', 'i', 'ɭ', 'i', 'l', 'e']","['m', 'i', 'l`', 'i', 'l', 'e']"
3246,ରାହୁଲ,45,"['r', 'a', 'h', 'u', 'l']","['r', 'a', 'h', 'u', 'l']"
3247,ଶିଖିଥିଲେ,45,"['s', 'i', 'kʰ', 'i', 'tʰ', 'i', 'l', 'e']","['s', 'i', 'k_h', 'i', 't_h', 'i', 'l', 'e']"
3254,ହାତକୁ,45,"['h', 'a', 't', 'k', 'u']","['h', 'a', 't', 'k', 'u']"
3255,ହେପାଟାଇଟିସ,45,"['h', 'e', 'p', 'a', 'ʈ', 'a', 'i', 'ʈ', 'i', 's']","['h', 'e', 'p', 'a', 't`', 'a', 'i', 't`', 'i', 's']"
3258,ଆପଣ,44,"['a', 'p', 'ɔ', 'ɳ', 'ɔ']","['a', 'p', 'O', 'n`', 'O']"
3263,ଏସ,44,"['e', 's']","['e', 's']"
3265,କରିନଥିଲେ,44,"['k', 'ɔ', 'r', 'i', 'n', 'tʰ', 'i', 'l', 'e']","['k', 'O', 'r', 'i', 'n', 't_h', 'i', 'l', 'e']"
3266,କଳାକୃତି,44,"['k', 'ɔ', 'ɭ', 'a', 'k', 'r̩', 't', 'i']","['k', 'O', 'l`', 'a', 'k', 'r=', 't', 'i']"
3275,ଚେତନା,44,"['t͡ʃ', 'e', 't', 'n', 'a']","['tS', 'e', 't', 'n', 'a']"
3276,ଛାୟା,44,"['t͡ʃʰ', 'a', 'j', 'a']","['tS_h', 'a', 'j', 'a']"
3278,ଜନଜାତିର,44,"['d͡ʒ', 'ɔ', 'n', 'ɔ', 'd͡ʒ', 'a', 't', 'i', 'r']","['dZ', 'O', 'n', 'O', 'dZ', 'a', 't', 'i', 'r']"
3279,ଜମିଦାର,44,"['d͡ʒ', 'ɔ', 'm', 'i', 'd', 'a', 'r']","['dZ', 'O', 'm', 'i', 'd', 'a', 'r']"
3280,ଜିତିଥିଲା,44,"['d͡ʒ', 'i', 't', 'i', 'tʰ', 'i', 'l', 'a']","['dZ', 'i', 't', 'i', 't_h', 'i', 'l', 'a']"
3281,ଠାବ,44,"['ʈʰ', 'a', 'b']","['t`_h', 'a', 'b']"
3282,ଠାରେ,44,"['ʈʰ', 'a', 'r', 'e']","['t`_h', 'a', 'r', 'e']"
3283,ତିନିଥର,44,"['t', 'i', 'n', 'i', 'tʰ', 'ɔ', 'r', 'ɔ']","['t', 'i', 'n', 'i', 't_h', 'O', 'r', 'O']"
3285,ଦେଖାଇ,44,"['d', 'e', 'kʰ', 'a', 'i']","['d', 'e', 'k_h', 'a', 'i']"
3287,ଧନୁ,44,"['d̤', 'ɔ', 'n', 'u']","['d_t', 'O', 'n', 'u']"
3288,ନରସିଂହ,44,"['n', 'ɔ', 'r', 'ɔ', 's', 'i', 'ŋ', 'h', 'ɔ']","['n', 'O', 'r', 'O', 's', 'i', 'N', 'h', 'O']"
3289,ନିଶା,44,"['n', 'i', 's', 'a']","['n', 'i', 's', 'a']"
3290,ନିହତ,44,"['n', 'i', 'h', 'ɔ', 't', 'ɔ']","['n', 'i', 'h', 'O', 't', 'O']"
3291,ପଛକୁ,44,"['p', 'ɔ', 't͡ʃʰ', 'ɔ', 'k', 'u']","['p', 'O', 'tS_h', 'O', 'k', 'u']"
3293,ପିଇବା,44,"['p', 'i', 'i', 'b', 'a']","['p', 'i', 'i', 'b', 'a']"
3294,ପିଛା,44,"['p', 'i', 't͡ʃʰ', 'a']","['p', 'i', 'tS_h', 'a']"
3301,ବାଦ,44,"['b', 'a', 'd']","['b', 'a', 'd']"
3304,ବୁଝାଇଥାଏ,44,"['b', 'u', 'd͡ʒ̤', 'a', 'i', 'tʰ', 'a', 'e']","['b', 'u', 'dZ_t', 'a', 'i', 't_h', 'a', 'e']"
3308,ଭାଷାକୁ,44,"['b̤', 'a', 's', 'a', 'k', 'u']","['b_t', 'a', 's', 'a', 'k', 'u']"
3309,ଭୂଷଣ,44,"['b̤', 'u', 's', 'ɔ', 'ɳ', 'ɔ']","['b_t', 'u', 's', 'O', 'n`', 'O']"
3310,ମଝି,44,"['m', 'ɔ', 'd͡ʒ̤', 'i']","['m', 'O', 'dZ_t', 'i']"
3320,ସତୀ,44,"['s', 'ɔ', 't', 'i']","['s', 'O', 't', 'i']"
3322,ସମୟକୁ,44,"['s', 'ɔ', 'm', 'ɔ', 'j', 'ɔ', 'k', 'u']","['s', 'O', 'm', 'O', 'j', 'O', 'k', 'u']"
3325,ସେତେବେଳକୁ,44,"['s', 'e', 't', 'e', 'b', 'e', 'ɭ', 'k', 'u']","['s', 'e', 't', 'e', 'b', 'e', 'l`', 'k', 'u']"
3326,ସେନାର,44,"['s', 'e', 'n', 'a', 'r']","['s', 'e', 'n', 'a', 'r']"
3328,ହରଣ,44,"['h', 'ɔ', 'r', 'ɔ', 'ɳ', 'ɔ']","['h', 'O', 'r', 'O', 'n`', 'O']"
3337,ଆସିବାକୁ,43,"['a', 's', 'i', 'b', 'a', 'k', 'u']","['a', 's', 'i', 'b', 'a', 'k', 'u']"
3340,କରିବାପରେ,43,"['k', 'ɔ', 'r', 'i', 'b', 'a', 'p', 'r', 'e']","['k', 'O', 'r', 'i', 'b', 'a', 'p', 'r', 'e']"
3341,କୃଷକ,43,"['k', 'r̩', 's', 'ɔ', 'k', 'ɔ']","['k', 'r=', 's', 'O', 'k', 'O']"
3344,ଚଉତିଶା,43,"['t͡ʃ', 'u', 't', 'i', 's', 'a']","['tS', 'u', 't', 'i', 's', 'a']"
3347,ଚାଳକ,43,"['t͡ʃ', 'a', 'ɭ', 'ɔ', 'k', 'ɔ']","['tS', 'a', 'l`', 'O', 'k', 'O']"
